GEOID,2019_tract,NAME,indexed_vulnerability,eaz_type,pct_poc,pct_underserved_poc,median_hh_inc,pct_food_stamps,pct_rent_over35,pct_wo_broadband,pct_less_vehicles,pct_with_disability,pct_over_70,acs_year,difference_since_2019
48453002450,48453002435,"Census Tract 24.50, Travis County, Texas",68.98830706659889,Medium-High Vulnerable,0.8758114931473912,0.8369800432796345,-62418.0,0.16500904159132007,0.29844961240310075,0.042495479204339964,0.10506024096385543,0.9951911517191633,0.03979321952392402,2019,
48453002451,48453002429,"Census Tract 24.51, Travis County, Texas",71.78444331469242,Medium-High Vulnerable,0.6735562310030395,0.6285714285714286,-54651.0,0.0804093567251462,0.3894230769230769,0.05263157894736842,0.042735042735042736,1.0,0.01276595744680851,2019,
48453002452,48453002433,"Census Tract 24.52, Travis County, Texas",79.10523640061007,Medium-High Vulnerable,0.8621272996405159,0.8248043983928949,-64200.0,0.08819018404907976,0.6699507389162561,0.1196319018404908,0.11839863713798977,0.9992598858109537,0.04313808416155635,2019,
48453002453,48453002433,"Census Tract 24.53, Travis County, Texas",79.10523640061007,Medium-High Vulnerable,0.8621272996405159,0.8248043983928949,-64200.0,0.08819018404907976,0.6699507389162561,0.1196319018404908,0.11839863713798977,0.9992598858109537,0.04313808416155635,2019,
48453002500,48453002500,"Census Tract 25, Travis County, Texas",32.99440772750381,Medium-Low Vulnerable,0.33982826948480843,0.23398282694848085,-72813.0,0.050616050616050616,0.2824919441460795,0.07625707625707626,0.02750322303394929,1.0,0.1000660501981506,2019,
48453030000,48453001705,"Census Tract 300, Travis County, Texas",0.3558718861209964,Least Vulnerable,0.16144774298495324,0.06954046360309069,-128448.0,0.0,0.2232620320855615,0.05368234250221828,0.032066508313539195,0.9873932492883286,0.12139080927206182,2019,
48453030100,48453001706,"Census Tract 301, Travis County, Texas",28.06304016268429,Medium-Low Vulnerable,0.2853107344632768,0.24114021571648692,-89455.0,0.020151133501259445,0.26837416481069043,0.08110831234256927,0.05928338762214984,1.0,0.12378017462763226,2019,
48453030200,48453001707,"Census Tract 302, Travis County, Texas",32.48601931875953,Medium-Low Vulnerable,0.26409383276579645,0.2215285660234582,-81250.0,0.012708498808578236,0.28688524590163933,0.0937251787132645,0.04772234273318872,1.0,0.15493757094211125,2019,
48453030300,48453001712,"Census Tract 303, Travis County, Texas",51.55058464667006,Medium Vulnerable,0.4118937897739741,0.39982444590739524,-66481.0,0.0765625,0.37422037422037424,0.1390625,0.08339124391938846,1.0,0.10094360324775072,2019,
48453030400,48453001713,"Census Tract 304, Travis County, Texas",42.806304016268435,Medium Vulnerable,0.41492204899777285,0.37483296213808465,-83345.0,0.05168986083499006,0.3433208489388265,0.1058648111332008,0.09590577678070668,1.0,0.06726057906458797,2019,
48453030500,48453001716,"Census Tract 305, Travis County, Texas",24.453482460599897,Medium-Low Vulnerable,0.42557565789473684,0.3130482456140351,-115478.0,0.03581800580832527,0.117797695262484,0.02484672474991933,0.022884126407555393,1.0,0.062225877192982455,2019,
48453030600,48453001718,"Census Tract 306, Travis County, Texas",30.19827147941027,Medium-Low Vulnerable,0.2722177742193755,0.1633306645316253,-85828.0,0.01719986240110079,0.3016924208977189,0.04437564499484004,0.049868766404199474,1.0,0.10744595676541233,2019,
48453030700,48453001719,"Census Tract 307, Travis County, Texas",18.708693441789528,Least Vulnerable,0.21207020918490022,0.11421014666987256,-148472.0,0.017209588199139522,0.5111111111111111,0.0,0.015138772077375946,1.0,0.1839384467420053,2019,
48453030800,48453001722,"Census Tract 308, Travis County, Texas",32.13014743263854,Medium-Low Vulnerable,0.308792924037461,0.18132154006243498,-69844.0,0.011216566005176877,0.26978922716627635,0.08239861949956859,0.08059548254620123,1.0,0.05749219562955255,2019,
48453030900,48453001728,"Census Tract 309, Travis County, Texas",49.46619217081851,Medium Vulnerable,0.40510900093620433,0.320449378092818,-82459.0,0.034808067664281066,0.48242811501597443,0.06798959011060507,0.06140677335318199,1.0,0.06820917480272837,2019,
48453031000,48453001729,"Census Tract 310, Travis County, Texas",49.771225216065076,Medium Vulnerable,0.4484729064039409,0.3251231527093596,-63359.0,0.012021371326803205,0.42857142857142855,0.10151380231522707,0.1658291457286432,1.0,0.07665024630541872,2019,
48453031100,48453001733,"Census Tract 311, Travis County, Texas",12.455516014234876,Least Vulnerable,0.2828886844526219,0.20745170193192272,-124583.0,0.032577903682719546,0.0,0.03611898016997167,0.05415162454873646,0.9960901563937442,0.10096596136154554,2019,
48453031200,48453001738,"Census Tract 312, Travis County, Texas",15.556685307574988,Least Vulnerable,0.28732106339468305,0.1773298276365761,-113682.0,0.004991087344028521,0.22788203753351208,0.038502673796791446,0.010126582278481013,1.0,0.11130587204206836,2019,
48453031300,48453001740,"Census Tract 313, Travis County, Texas",20.945602440264363,Medium-Low Vulnerable,0.36914490731512856,0.2326091289615308,-106058.0,0.0054428500742206825,0.2530922930542341,0.02375061850569025,0.04123144584936778,1.0,0.04504684074147897,2019,
48453031400,48453001741,"Census Tract 314, Travis County, Texas",10.77783426537875,Least Vulnerable,0.19492753623188405,0.09166666666666666,-122750.0,0.007886435331230283,0.2913907284768212,0.025236593059936908,0.00932642487046632,1.0,0.125,2019,
48453031500,48453001742,"Census Tract 315, Travis County, Texas",35.180477885104224,Medium-Low Vulnerable,0.3482047364400306,0.2693659281894576,-89908.0,0.03772037720377204,0.39611650485436894,0.13202132021320212,0.016174010039040714,1.0,0.07654698242933537,2019,
48453031600,48453001745,"Census Tract 316, Travis County, Texas",20.43721403152008,Medium-Low Vulnerable,0.1948740609809987,0.12152010605391074,-99875.0,0.026831785345717233,0.5047169811320755,0.02786377708978328,0.028465346534653466,1.0,0.10561201944321696,2019,
48453031700,48453001746,"Census Tract 317, Travis County, Texas",38.68835790543976,Medium-Low Vulnerable,0.40707772470690406,0.3506296135475467,-75809.0,0.054294175715695954,0.4338138925294889,0.10266535044422508,0.06621004566210045,0.9748154580981329,0.07881024750325662,2019,
48453031800,48453001747,"Census Tract 318, Travis County, Texas",66.2938485002542,Medium-High Vulnerable,0.6013136288998358,0.5778325123152709,-68026.0,0.06715063520871144,0.5313404050144648,0.13294010889292196,0.029460811561978877,1.0,0.047454844006568145,2019,
48453031900,48453001748,"Census Tract 319, Travis County, Texas",37.26487036095577,Medium-Low Vulnerable,0.39840515258395953,0.3408986351786536,-85924.0,0.04875148632580262,0.35783783783783785,0.030122869599682918,0.10324232081911262,1.0,0.053826100291366356,2019,
48453032000,48453001749,"Census Tract 320, Travis County, Texas",29.181494661921707,Medium-Low Vulnerable,0.5633103448275862,0.27006896551724136,-84124.0,0.02320107599193006,0.17912621359223302,0.05884330867518493,0.10924040720438528,0.9857931034482759,0.052,2019,
48453032100,48453001750,"Census Tract 321, Travis County, Texas",56.83782409761058,Medium Vulnerable,0.5502165394926789,0.4508146009486492,-65619.0,0.06231003039513678,0.39925373134328357,0.0737082066869301,0.07741639945029775,1.0,0.057537636626108474,2019,
48453032200,48453001751,"Census Tract 322, Travis County, Texas",10.930350788002034,Least Vulnerable,0.11938266000907853,0.09487063095778484,-126630.0,0.00720164609053498,0.38144329896907214,0.0720164609053498,0.0,1.0,0.230140717203813,2019,
48453032300,48453001752,"Census Tract 323, Travis County, Texas",58.362989323843415,Medium Vulnerable,0.5516539440203563,0.22391857506361323,-42130.0,0.05665591893136803,0.4007421150278293,0.09442653155228005,0.1859823399558499,1.0,0.008396946564885497,2019,
48453032400,48453001753,"Census Tract 324, Travis County, Texas",33.502796136248094,Medium-Low Vulnerable,0.5123505976095617,0.23107569721115537,-75223.0,0.0024096385542168677,0.15177478580171358,0.03614457831325301,0.07069408740359898,1.0,0.0,2019,
48453032500,48453001754,"Census Tract 325, Travis County, Texas",25.826131164209453,Medium-Low Vulnerable,0.28872539272221115,0.2157486577848479,-65985.0,0.011255411255411256,0.37852593266606005,0.09177489177489177,0.07324516785350967,0.9568502684430304,0.08570292304633127,2019,
48453032600,48453001755,"Census Tract 326, Travis County, Texas",22.877478393492627,Medium-Low Vulnerable,0.4906234973553454,0.12582144574451035,-184010.0,0.03044496487119438,0.0738255033557047,0.00936768149882904,0.02707092582566324,1.0,0.0674787626222151,2019,
48453032700,48453001756,"Census Tract 327, Travis County, Texas",20.99644128113879,Medium-Low Vulnerable,0.3118725447402881,0.13836752509821038,-115231.0,0.013745704467353952,0.2807308970099668,0.024054982817869417,0.09021113243761997,1.0,0.08838934962898298,2019,
48453032800,48453001757,"Census Tract 328, Travis County, Texas",20.894763599389936,Medium-Low Vulnerable,0.25022222222222223,0.1471111111111111,-119250.0,0.007633587786259542,0.4180790960451977,0.08015267175572519,0.012345679012345678,1.0,0.22311111111111112,2019,
48453032900,48453001761,"Census Tract 329, Travis County, Texas",0.20335536349771224,Least Vulnerable,0.2524962556165751,0.13467299051422865,-156850.0,0.014116137311517485,0.13689320388349516,0.0,0.036730284479654304,0.9915127309036446,0.06977034448327508,2019,
48453033000,48453001769,"Census Tract 330, Travis County, Texas",25.165226232841892,Medium-Low Vulnerable,0.35174585002862047,0.29493417286777335,-104979.0,0.02626570232204035,0.3113854595336077,0.03730491054434716,0.019212746016869727,1.0,0.0746994848311391,2019,
48453033100,48453001771,"Census Tract 331, Travis County, Texas",19.267920691408236,Least Vulnerable,0.1330316742081448,0.10995475113122172,-133077.0,0.004896626768226333,0.3409090909090909,0.017410228509249184,0.029345372460496615,1.0,0.15610859728506787,2019,
48453033200,48453001772,"Census Tract 332, Travis County, Texas",38.94255210981189,Medium-Low Vulnerable,0.5148116800677105,0.4623360135421075,-81307.0,0.030453697949036667,0.1746031746031746,0.1305158483530143,0.04551724137931035,0.9949217096910706,0.05734236140499365,2019,
48453033300,48453001775,"Census Tract 333, Travis County, Texas",15.149974580579562,Least Vulnerable,0.3305994451815221,0.2120371487154746,-160024.0,0.008819018404907975,0.525,0.020705521472392636,0.01972757162987318,0.9889036304426486,0.07634784706308045,2019,
48453033400,48453001776,"Census Tract 334, Travis County, Texas",40.62023385866802,Medium Vulnerable,0.41135204081632654,0.35459183673469385,-91029.0,0.047979797979797977,0.22535211267605634,0.031144781144781145,0.03751233958538993,1.0,0.05803571428571429,2019,
48453033500,48453001777,"Census Tract 335, Travis County, Texas",34.21453990849009,Medium-Low Vulnerable,0.41806939196152526,0.30178632772243214,-100112.0,0.03411962931760741,0.19083969465648856,0.006739679865206402,0.06999510523739598,1.0,0.019580900034352457,2019,
48453033600,48453001778,"Census Tract 336, Travis County, Texas",8.845958312150483,Least Vulnerable,0.15349158792348466,0.13251901359760312,-107716.0,0.045531197301854974,0.34553775743707094,0.045531197301854974,0.0,0.9824844434201429,0.17377275870016132,2019,
48453033700,48453001781,"Census Tract 337, Travis County, Texas",13.421453990849008,Least Vulnerable,0.29090214067278286,0.11047400611620795,-135096.0,0.0,0.2620689655172414,0.04361370716510903,0.010218978102189781,1.0,0.1532874617737003,2019,
48453033800,48453001782,"Census Tract 338, Travis County, Texas",6.507371631926792,Least Vulnerable,0.4568949254857574,0.09149217128843615,-174360.0,0.018102029621503018,0.24880382775119617,0.009325287986834888,0.02089930335655478,0.9790605546123373,0.08922844746274287,2019,
48453033900,48453001783,"Census Tract 339, Travis County, Texas",12.811387900355871,Least Vulnerable,0.1851643192488263,0.11568075117370892,-142738.0,0.01910480349344978,0.2730496453900709,0.017467248908296942,0.05373342637822749,1.0,0.07117370892018779,2019,
48453034000,48453001784,"Census Tract 340, Travis County, Texas",8.38840874428063,Least Vulnerable,0.3274056838956291,0.09938507561907928,-135858.0,0.0,0.3615494978479197,0.020476190476190478,0.044525929806181246,0.9971746717633372,0.06730929034402526,2019,
48453034100,48453001785,"Census Tract 341, Travis County, Texas",49.11032028469751,Medium Vulnerable,0.5812182741116751,0.3154459753444525,-68454.0,0.032717474980754425,0.24182692307692308,0.05234795996920708,0.12821576763485476,1.0,0.028281363306744016,2019,
48453034200,48453001786,"Census Tract 342, Travis County, Texas",29.334011184544995,Medium-Low Vulnerable,0.551381025904958,0.08371933436266941,-79059.0,0.023982558139534885,0.18949671772428883,0.005087209302325582,0.07741420590582601,1.0,0.02796363012523589,2019,
48453034300,48453001714,"Census Tract 343, Travis County, Texas",32.48601931875953,Medium-Low Vulnerable,0.4188955422488357,0.16600133067198936,-103050.0,0.040809610004936644,0.28162214354682974,0.02863254895507652,0.05178236397748593,1.0,0.07112441783100466,2019,
48453034400,48453001714,"Census Tract 344, Travis County, Texas",32.48601931875953,Medium-Low Vulnerable,0.4188955422488357,0.16600133067198936,-103050.0,0.040809610004936644,0.28162214354682974,0.02863254895507652,0.05178236397748593,1.0,0.07112441783100466,2019,
48453034500,48453001714,"Census Tract 345, Travis County, Texas",32.48601931875953,Medium-Low Vulnerable,0.4188955422488357,0.16600133067198936,-103050.0,0.040809610004936644,0.28162214354682974,0.02863254895507652,0.05178236397748593,1.0,0.07112441783100466,2019,
48453034600,48453001714,"Census Tract 346, Travis County, Texas",32.48601931875953,Medium-Low Vulnerable,0.4188955422488357,0.16600133067198936,-103050.0,0.040809610004936644,0.28162214354682974,0.02863254895507652,0.05178236397748593,1.0,0.07112441783100466,2019,
48453034700,48453001737,"Census Tract 347, Travis County, Texas",21.860701576004068,Medium-Low Vulnerable,0.28135718920923336,0.17372763511634376,-118075.0,0.003993422598073761,0.3851044504995459,0.05308902983321588,0.00923913043478261,1.0,0.05209974969871141,2019,
48453034800,48453001737,"Census Tract 348, Travis County, Texas",21.860701576004068,Medium-Low Vulnerable,0.28135718920923336,0.17372763511634376,-118075.0,0.003993422598073761,0.3851044504995459,0.05308902983321588,0.00923913043478261,1.0,0.05209974969871141,2019,
48453034900,48453001760,"Census Tract 349, Travis County, Texas",10.72699542450432,Least Vulnerable,0.28928038879991164,0.16076655437123763,-166659.0,0.006790327923153362,0.39845938375350143,0.025670751904604175,0.013405362144857944,0.9973490915115701,0.07190589274866074,2019,
48453035000,48453001760,"Census Tract 350, Travis County, Texas",10.72699542450432,Least Vulnerable,0.28928038879991164,0.16076655437123763,-166659.0,0.006790327923153362,0.39845938375350143,0.025670751904604175,0.013405362144857944,0.9973490915115701,0.07190589274866074,2019,
48453035100,48453001760,"Census Tract 351, Travis County, Texas",10.72699542450432,Least Vulnerable,0.28928038879991164,0.16076655437123763,-166659.0,0.006790327923153362,0.39845938375350143,0.025670751904604175,0.013405362144857944,0.9973490915115701,0.07190589274866074,2019,
48453035200,48453001764,"Census Tract 352, Travis County, Texas",10.167768174885612,Least Vulnerable,0.12775053438953854,0.10084244939016723,-130807.0,0.04010970174837161,0.2845953002610966,0.029482344874871443,0.04382120946538125,1.0,0.08449641644662391,2019,
48453035300,48453001764,"Census Tract 353, Travis County, Texas",10.167768174885612,Least Vulnerable,0.12775053438953854,0.10084244939016723,-130807.0,0.04010970174837161,0.2845953002610966,0.029482344874871443,0.04382120946538125,1.0,0.08449641644662391,2019,
48453035400,48453001764,"Census Tract 354, Travis County, Texas",10.167768174885612,Least Vulnerable,0.12775053438953854,0.10084244939016723,-130807.0,0.04010970174837161,0.2845953002610966,0.029482344874871443,0.04382120946538125,1.0,0.08449641644662391,2019,
48453035500,48453001765,"Census Tract 355, Travis County, Texas",13.421453990849008,Least Vulnerable,0.23839989224863628,0.14701326688665903,-149818.0,0.007621951219512195,0.3292806484295846,0.017339939024390245,0.04939063502245029,1.0,0.04411071452623072,2019,
48453035600,48453001765,"Census Tract 356, Travis County, Texas",13.421453990849008,Least Vulnerable,0.23839989224863628,0.14701326688665903,-149818.0,0.007621951219512195,0.3292806484295846,0.017339939024390245,0.04939063502245029,1.0,0.04411071452623072,2019,
48453035700,48453001765,"Census Tract 357, Travis County, Texas",13.421453990849008,Least Vulnerable,0.23839989224863628,0.14701326688665903,-149818.0,0.007621951219512195,0.3292806484295846,0.017339939024390245,0.04939063502245029,1.0,0.04411071452623072,2019,
48453035800,48453001765,"Census Tract 358, Travis County, Texas",13.421453990849008,Least Vulnerable,0.23839989224863628,0.14701326688665903,-149818.0,0.007621951219512195,0.3292806484295846,0.017339939024390245,0.04939063502245029,1.0,0.04411071452623072,2019,
48453035900,48453001766,"Census Tract 359, Travis County, Texas",28.06304016268429,Medium-Low Vulnerable,0.30290863668807994,0.23063882940756603,-119767.0,0.05592105263157895,0.22549019607843138,0.06716008771929824,0.024217961654894045,1.0,0.09172019985724482,2019,
48453036000,48453001766,"Census Tract 360, Travis County, Texas",28.06304016268429,Medium-Low Vulnerable,0.30290863668807994,0.23063882940756603,-119767.0,0.05592105263157895,0.22549019607843138,0.06716008771929824,0.024217961654894045,1.0,0.09172019985724482,2019,
48453036100,48453001766,"Census Tract 361, Travis County, Texas",28.06304016268429,Medium-Low Vulnerable,0.30290863668807994,0.23063882940756603,-119767.0,0.05592105263157895,0.22549019607843138,0.06716008771929824,0.024217961654894045,1.0,0.09172019985724482,2019,
48453036200,48453001766,"Census Tract 362, Travis County, Texas",28.06304016268429,Medium-Low Vulnerable,0.30290863668807994,0.23063882940756603,-119767.0,0.05592105263157895,0.22549019607843138,0.06716008771929824,0.024217961654894045,1.0,0.09172019985724482,2019,
48453036300,48453001766,"Census Tract 363, Travis County, Texas",28.06304016268429,Medium-Low Vulnerable,0.30290863668807994,0.23063882940756603,-119767.0,0.05592105263157895,0.22549019607843138,0.06716008771929824,0.024217961654894045,1.0,0.09172019985724482,2019,
48453036400,48453001766,"Census Tract 364, Travis County, Texas",28.06304016268429,Medium-Low Vulnerable,0.30290863668807994,0.23063882940756603,-119767.0,0.05592105263157895,0.22549019607843138,0.06716008771929824,0.024217961654894045,1.0,0.09172019985724482,2019,
48453036500,48453001768,"Census Tract 365, Travis County, Texas",1.728520589730554,Least Vulnerable,0.2232413178984862,0.12279608192341941,-128990.0,0.01694915254237288,0.2538593481989708,0.02242503259452412,0.028137843819159025,0.9909171861086375,0.06518254674977739,2019,
48453036600,48453001768,"Census Tract 366, Travis County, Texas",1.728520589730554,Least Vulnerable,0.2232413178984862,0.12279608192341941,-128990.0,0.01694915254237288,0.2538593481989708,0.02242503259452412,0.028137843819159025,0.9909171861086375,0.06518254674977739,2019,
48453036700,48453001770,"Census Tract 367, Travis County, Texas",23.640061006609052,Medium-Low Vulnerable,0.2703928653801799,0.14238486968555394,-168199.0,0.007701564380264741,0.43478260869565216,0.008664259927797834,0.01601123595505618,1.0,0.06458061044053202,2019,
48453036800,48453001770,"Census Tract 368, Travis County, Texas",23.640061006609052,Medium-Low Vulnerable,0.2703928653801799,0.14238486968555394,-168199.0,0.007701564380264741,0.43478260869565216,0.008664259927797834,0.01601123595505618,1.0,0.06458061044053202,2019,
48453036900,48453001773,"Census Tract 369, Travis County, Texas",24.809354346720895,Medium-Low Vulnerable,0.23412085955122877,0.10435711741659741,-135493.0,0.0008846947803007962,0.4445812807881773,0.020937776467118845,0.02782392026578073,1.0,0.12750801377181525,2019,
48453037000,48453001773,"Census Tract 370, Travis County, Texas",24.809354346720895,Medium-Low Vulnerable,0.23412085955122877,0.10435711741659741,-135493.0,0.0008846947803007962,0.4445812807881773,0.020937776467118845,0.02782392026578073,1.0,0.12750801377181525,2019,
48453037100,48453001774,"Census Tract 371, Travis County, Texas",43.06049822064057,Medium Vulnerable,0.4602510460251046,0.3744172145845786,-112831.0,0.009106830122591943,0.3383838383838384,0.04483362521891419,0.07453168593064965,1.0,0.06527196652719665,2019,
48453037200,48453001774,"Census Tract 372, Travis County, Texas",43.06049822064057,Medium Vulnerable,0.4602510460251046,0.3744172145845786,-112831.0,0.009106830122591943,0.3383838383838384,0.04483362521891419,0.07453168593064965,1.0,0.06527196652719665,2019,
48453037300,48453001779,"Census Tract 373, Travis County, Texas",45.043213014743266,Medium Vulnerable,0.23250840207760465,0.20882981973724413,-76827.0,0.05673758865248227,0.418,0.10441292356185973,0.07243355914538822,1.0,0.14650168041552092,2019,
48453037400,48453001779,"Census Tract 374, Travis County, Texas",45.043213014743266,Medium Vulnerable,0.23250840207760465,0.20882981973724413,-76827.0,0.05673758865248227,0.418,0.10441292356185973,0.07243355914538822,1.0,0.14650168041552092,2019,
48453037500,48453001780,"Census Tract 375, Travis County, Texas",28.622267412303,Medium-Low Vulnerable,0.19233268356075373,0.15161360190599957,-93049.0,0.04766949152542373,0.20346320346320346,0.06832627118644068,0.04141566265060241,1.0,0.10916179337231968,2019,
48453037600,48453001780,"Census Tract 376, Travis County, Texas",28.622267412303,Medium-Low Vulnerable,0.19233268356075373,0.15161360190599957,-93049.0,0.04766949152542373,0.20346320346320346,0.06832627118644068,0.04141566265060241,1.0,0.10916179337231968,2019,
48453040000,48453001804,"Census Tract 400, Travis County, Texas",87.74783934926283,Most Vulnerable,0.727689803167086,0.651768536332692,-39214.0,0.17694272163444,0.48122529644268774,0.2958774170010945,0.09480122324159021,1.0,0.028710966405209412,2019,
48453040100,48453001805,"Census Tract 401, Travis County, Texas",87.18861209964413,Most Vulnerable,0.7551813471502591,0.7048791018998273,-37659.0,0.2321826280623608,0.4395782643957826,0.3129175946547884,0.3010033444816054,0.9989205526770294,0.04123488773747841,2019,
48453040200,48453001811,"Census Tract 402, Travis County, Texas",90.54397559735638,Most Vulnerable,0.7683338447376495,0.7591285670451059,-40413.0,0.2161339421613394,0.41714285714285715,0.15220700152207,0.2836676217765043,1.0,0.07302853636084689,2019,
48453040300,48453001813,"Census Tract 403, Travis County, Texas",89.57803762074225,Most Vulnerable,0.8633806589874096,0.7704259308866863,-41292.0,0.2977646562631801,0.49209361163820364,0.18515394348376213,0.155,0.9987945352263595,0.04862041253683365,2019,
48453040400,48453001817,"Census Tract 404, Travis County, Texas",36.908998474834775,Medium-Low Vulnerable,0.2823386114494519,0.21510353227771012,-59864.0,0.03859649122807018,0.23021001615508885,0.11754385964912281,0.10077519379844961,1.0,0.12399512789281364,2019,
48453040500,48453001818,"Census Tract 405, Travis County, Texas",86.73106253177427,Most Vulnerable,0.676496872207328,0.6242180518319929,-57130.0,0.232427366447985,0.5877342419080068,0.1696344892221181,0.1025228126677402,1.0,0.0451295799821269,2019,
48453040600,48453001819,"Census Tract 406, Travis County, Texas",89.78139298423996,Most Vulnerable,0.7680243445692884,0.6987359550561798,-38639.0,0.24187975120939875,0.4546952224052718,0.2073255010366275,0.12629896083133493,1.0,0.06367041198501873,2019,
