,GEOID,NAME,indexed_vulnerability,eaz_type
449,48453001920,"Census Tract 19.20, Travis County, Texas",69.07801418439716,Medium-High Vulnerable
450,48453001921,"Census Tract 19.21, Travis County, Texas",6.004728132387707,Least Vulnerable
451,48453001922,"Census Tract 19.22, Travis County, Texas",53.14420803782506,Medium Vulnerable
452,48453001923,"Census Tract 19.23, Travis County, Texas",32.24586288416076,Medium-Low Vulnerable
453,48453002002,"Census Tract 20.02, Travis County, Texas",45.20094562647754,Medium Vulnerable
454,48453002003,"Census Tract 20.03, Travis County, Texas",79.43262411347519,Medium-High Vulnerable
455,48453002004,"Census Tract 20.04, Travis County, Texas",55.83924349881797,Medium Vulnerable
456,48453002006,"Census Tract 20.06, Travis County, Texas",58.95981087470449,Medium Vulnerable
457,48453002007,"Census Tract 20.07, Travis County, Texas",25.626477541371155,Medium-Low Vulnerable
458,48453002104,"Census Tract 21.04, Travis County, Texas",51.96217494089834,Medium Vulnerable
459,48453002105,"Census Tract 21.05, Travis County, Texas",78.29787234042553,Medium-High Vulnerable
460,48453002106,"Census Tract 21.06, Travis County, Texas",54.089834515366434,Medium Vulnerable
461,48453002107,"Census Tract 21.07, Travis County, Texas",60.047281323877066,Medium-High Vulnerable
462,48453002108,"Census Tract 21.08, Travis County, Texas",92.10401891252955,Most Vulnerable
463,48453002109,"Census Tract 21.09, Travis County, Texas",64.68085106382979,Medium-High Vulnerable
464,48453002110,"Census Tract 21.10, Travis County, Texas",90.82742316784869,Most Vulnerable
465,48453002111,"Census Tract 21.11, Travis County, Texas",83.3096926713948,Most Vulnerable
466,48453002112,"Census Tract 21.12, Travis County, Texas",72.05673758865248,Medium-High Vulnerable
467,48453002113,"Census Tract 21.13, Travis County, Texas",62.88416075650118,Medium-High Vulnerable
468,48453002201,"Census Tract 22.01, Travis County, Texas",80.28368794326242,Most Vulnerable
469,48453002211,"Census Tract 22.11, Travis County, Texas",73.3806146572104,Medium-High Vulnerable
470,48453002213,"Census Tract 22.13, Travis County, Texas",87.84869976359339,Most Vulnerable
471,48453002214,"Census Tract 22.14, Travis County, Texas",66.05200945626477,Medium-High Vulnerable
472,48453002215,"Census Tract 22.15, Travis County, Texas",84.34988179669031,Most Vulnerable
473,48453002216,"Census Tract 22.16, Travis County, Texas",70.73286052009456,Medium-High Vulnerable
474,48453002217,"Census Tract 22.17, Travis County, Texas",57.06855791962175,Medium Vulnerable
475,48453002218,"Census Tract 22.18, Travis County, Texas",69.07801418439716,Medium-High Vulnerable
476,48453002219,"Census Tract 22.19, Travis County, Texas",81.46572104018912,Most Vulnerable
477,48453002220,"Census Tract 22.20, Travis County, Texas",79.00709219858156,Medium-High Vulnerable
478,48453002221,"Census Tract 22.21, Travis County, Texas",100.0,Most Vulnerable
479,48453002222,"Census Tract 22.22, Travis County, Texas",94.8936170212766,Most Vulnerable
480,48453002304,"Census Tract 23.04, Travis County, Texas",43.593380614657214,Medium Vulnerable
481,48453002307,"Census Tract 23.07, Travis County, Texas",72.86052009456266,Medium-High Vulnerable
482,48453002310,"Census Tract 23.10, Travis County, Texas",96.40661938534278,Most Vulnerable
483,48453002313,"Census Tract 23.13, Travis County, Texas",85.43735224586288,Most Vulnerable
484,48453002314,"Census Tract 23.14, Travis County, Texas",80.37825059101655,Most Vulnerable
485,48453002315,"Census Tract 23.15, Travis County, Texas",86.24113475177305,Most Vulnerable
486,48453002316,"Census Tract 23.16, Travis County, Texas",87.42316784869976,Most Vulnerable
487,48453002319,"Census Tract 23.19, Travis County, Texas",,Least Vulnerable
488,48453002320,"Census Tract 23.20, Travis County, Texas",71.11111111111111,Medium-High Vulnerable
489,48453002321,"Census Tract 23.21, Travis County, Texas",96.78486997635933,Most Vulnerable
490,48453002322,"Census Tract 23.22, Travis County, Texas",73.2387706855792,Medium-High Vulnerable
491,48453002323,"Census Tract 23.23, Travis County, Texas",61.74940898345154,Medium-High Vulnerable
492,48453002324,"Census Tract 23.24, Travis County, Texas",67.56501182033097,Medium-High Vulnerable
493,48453002325,"Census Tract 23.25, Travis County, Texas",89.40898345153664,Most Vulnerable
494,48453002326,"Census Tract 23.26, Travis County, Texas",79.76359338061467,Medium-High Vulnerable
495,48453002327,"Census Tract 23.27, Travis County, Texas",90.26004728132388,Most Vulnerable
496,48453002403,"Census Tract 24.03, Travis County, Texas",68.4160756501182,Medium-High Vulnerable
497,48453002407,"Census Tract 24.07, Travis County, Texas",54.420803782505914,Medium Vulnerable
498,48453002409,"Census Tract 24.09, Travis County, Texas",44.53900709219858,Medium Vulnerable
499,48453002410,"Census Tract 24.10, Travis County, Texas",76.548463356974,Medium-High Vulnerable
500,48453002411,"Census Tract 24.11, Travis County, Texas",98.39243498817967,Most Vulnerable
501,48453002412,"Census Tract 24.12, Travis County, Texas",97.54137115839244,Most Vulnerable
502,48453002413,"Census Tract 24.13, Travis County, Texas",97.16312056737588,Most Vulnerable
